Query|Route|Time|Time_KNN|Heap_fetches|Heap_max_size
17863 [4, 2, 3, 4, 1] 5 [0, 3]|Found route: [POIs: (3280, 13697, pharmacy, 1.1773690517477293), (2489, 13561, atm_bank, 0.24896991925439937), (2775, 12609, movie_theater, 0.11852656803116118), (3225, 13712, pharmacy, 0.09846157175479556), (1712, 12384, coffee_shop, 0.2724882023503754), Length: 1.915815313138461, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 482 ms|Time for KNN: 481 ms|Heap fetches: 161|Max heap size: 67
69322 [1, 3, 4, 6, 3] 5 [1, 4]|Found route: [POIs: (1362, 119043, coffee_shop, 4.507452420868132), (2731, 119050, movie_theater, 0.26135526069214754), (3307, 118988, pharmacy, 0.2683037827323315), (4397, 76454, gas_station, 0.6665430188040391), (2778, 114075, movie_theater, 0.7886912931246314), Length: 6.492345776221282, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 15494 ms|Time for KNN: 15429 ms|Heap fetches: 4024|Max heap size: 1287
156540 [2, 5, 1, 5, 5] 5 [1, 4]|Found route: [POIs: (2570, 167605, atm_bank, 1.6539160187214121), (3746, 167589, pub_bar, 0.12970854898035192), (8, 167516, coffee_shop, 0.11820772951510956), (4310, 167537, pub_bar, 0.06910092065817278), (4310, 167537, pub_bar, 0.0), Length: 1.9709332178750465, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 144 ms|Time for KNN: 143 ms|Heap fetches: 48|Max heap size: 33
78985 [0, 0, 6, 0, 5] 5 [0, 3]|Found route: [POIs: (644, 80295, restaurant, 1.377001784482349), (644, 80295, restaurant, 0.0), (4375, 80341, gas_station, 0.22086209200593568), (766, 80605, restaurant, 0.2924105540565956), (3888, 119609, pub_bar, 0.26204138127775556), Length: 2.1523158118226355, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 377 ms|Time for KNN: 374 ms|Heap fetches: 341|Max heap size: 148
329068 [1, 3, 0, 1, 6] 5 [0, 3]|Found route: [POIs: (1778, 323256, coffee_shop, 0.5968804542272346), (2737, 323256, movie_theater, 0.0), (1778, 323256, restaurant, 0.0), (108, 328990, coffee_shop, 0.45322627878399185), (4489, 329198, gas_station, 0.821833511497643), Length: 1.8719402445088695, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 503 ms|Time for KNN: 501 ms|Heap fetches: 417|Max heap size: 64
29541 [6, 1, 3, 2, 1] 5 [1, 4]|Found route: [POIs: (4424, 29042, gas_station, 1.3212771882245777), (2052, 113296, coffee_shop, 1.4383005230019716), (2736, 112380, movie_theater, 1.8348456065024101), (2309, 112661, atm_bank, 0.3389270995917601), (354, 112436, coffee_shop, 0.127692393667921), Length: 5.061042810988639, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 550 ms|Time for KNN: 549 ms|Heap fetches: 140|Max heap size: 106
379593 [1, 1, 0, 1, 4] 5 [0, 3]|Found route: [POIs: (182, 378056, coffee_shop, 1.1736903273074415), (182, 378056, coffee_shop, 0.0), (182, 378056, restaurant, 0.0), (186, 379134, coffee_shop, 0.7950576413911253), (2964, 379147, pharmacy, 0.3956176292888515), Length: 2.364365597987418, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 215 ms|Time for KNN: 214 ms|Heap fetches: 147|Max heap size: 33
345318 [2, 1, 5, 2, 4] 5 [0, 3]|Found route: [POIs: (2604, 344613, atm_bank, 0.7526131152896623), (812, 344668, coffee_shop, 0.20714691719800699), (3482, 344737, pub_bar, 0.2027876006099259), (2345, 344668, atm_bank, 0.2027876006099259), (3216, 344691, pharmacy, 0.06976831526018938), Length: 1.4351035489677104, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 28 ms|Time for KNN: 28 ms|Heap fetches: 25|Max heap size: 15
38458 [1, 0, 6, 1, 0] 5 [0, 3]|Found route: [POIs: (1543, 35684, coffee_shop, 1.3869513410559782), (1543, 35684, restaurant, 0.0), (4464, 33982, gas_station, 0.43153427630144015), (1890, 35175, coffee_shop, 1.6073150660032995), (1890, 35175, restaurant, 0.0), Length: 3.425800683360718, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 309 ms|Time for KNN: 307 ms|Heap fetches: 161|Max heap size: 135
85513 [2, 0, 3, 2, 1] 5 [0, 3]|Found route: [POIs: (2385, 86690, atm_bank, 1.4563103375886681), (773, 86690, restaurant, 0.0), (2682, 95231, movie_theater, 0.8702415463468943), (2478, 95798, atm_bank, 0.25551909053721716), (11, 95231, coffee_shop, 0.2555190905372171), Length: 2.837590065009997, Heuristic: 0.0, Cat unordered: [], Counter: 0]|Time: 152 ms|Time for KNN: 151 ms|Heap fetches: 74|Max heap size: 31
